"Id","Label","Degree","Betweenness","Expression"
"MIMAT0005840","mmu-mir-669i",1,0,0
"MIMAT0000247","mmu-mir-143-3p",1,0,0
"MIMAT0014842","mmu-mir-3068-5p",1,0,0
"MIMAT0014863","mmu-mir-3077-3p",1,0,0
"MIMAT0014816","mmu-mir-3099-3p",1,0,0
"MIMAT0020628","mmu-mir-5120",1,0,0
"MIMAT0000670","mmu-mir-222-3p",1,0,0
"MIMAT0014856","mmu-mir-3074-5p",1,0,0
"MIMAT0001095","mmu-mir-370-3p",1,0,0
"MIMAT0000748","mmu-mir-383-5p",1,0,0
"MIMAT0009396","mmu-mir-1933-5p",1,0,0
"MIMAT0000528","mmu-mir-18a-5p",1,0,0
"MIMAT0004858","mmu-mir-18b-5p",1,0,0
"MIMAT0017348","mmu-mir-1955-3p",1,0,0
"MIMAT0014847","mmu-mir-3070-3p",1,0,0
"MIMAT0003183","mmu-mir-376c-3p",1,0,0
"MIMAT0003464","mmu-mir-686",1,0,0
"MIMAT0003474","mmu-mir-694",1,0,0
"MIMAT0000240","mmu-mir-207",1,0,0
"MIMAT0005838","mmu-mir-669j",1,0,0
"MIMAT0004546","mmu-mir-202-5p",1,0,0
"MIMAT0017055 ","mmu-mir-219-3p",1,0,0
"MIMAT0005844","mmu-mir-466f",1,0,0
"MIMAT0003483","mmu-mir-696",1,0,0
"MIMAT0004940","mmu-mir-511-5p",1,0,0
"MIMAT0020633","mmu-mir-5123",1,0,0
"MIMAT0005831","mmu-mir-669k-3p",1,0,0
"MIMAT0004869","mmu-mir-421-3p",1,0,0
"MIMAT0000531","mmu-mir-22-3p",1,0,0
"MIMAT0003897","mmu-mir-759",1,0,0
"MIMAT0004642","mmu-mir-330-5p",1,0,0
"MIMAT0004854","mmu-mir-876-5p",1,0,0
"MIMAT0000524","mmu-let-7e-5p",1,0,0
"MIMAT0005842","mmu-mir-669h-3p",1,0,0
"MIMAT0003127","mmu-mir-484",1,0,0
"MIMAT0020636","mmu-mir-3572-3p",1,0,0
"MIMAT0014811","mmu-mir-3059-5p",1,0,0
"MIMAT0004888","mmu-mir-493-3p",1,0,0
"MIMAT0014943","mmu-mir-486b-5p",1,0,0
"MIMAT0014873","mmu-mir-3082-3p",1,0,0
"MIMAT0004936","mmu-mir-873a-5p",1,0,0
"MIMAT0003458","mmu-mir-681",1,0,0
"MIMAT0014930","mmu-mir-344g-3p",1,0,0
"MIMAT0014850","mmu-mir-3071-5p",1,0,0
"MIMAT0002889","mmu-mir-532-5p",1,0,0
"MIMAT0004853","mmu-mir-874-3p",1,0,0
"MIMAT0009441","mmu-mir-1968-5p",1,0,0
